class,lyric
1,"I can read your mind ""She's having the time of her life"" There in her glittering prime The lights refract sequin stars off her silhouette every night I can show you lies (One, two, three, four) 'Cause I'm a real tough kid I can handle my shit They said, ""Babe, you gotta fake it 'til you make it"" and I did Lights, camera, bitch, smile Even when you wanna die He said he'd love me all his life But that life was too short Breaking down, I hit the floor All the piеces of me shatterеd as the crowd was chanting, ""More"" I was grinnin' like I'm winnin' I was hittin' my marks 'Cause I can do it with a broken heart (One, two, three, four) I'm so depressed, I act like it's my birthday every day I'm so obsessed with him, but he avoids me like the plague I cry a lot, but I am so productive, it's an art You know you're good when you can even do it with a broken heart I can hold my breath I've been doin' it since he left I keep finding his things in drawers Crucial evidence I didn't imagine the whole thing I'm sure I can pass this test (One, two, three, four) 'Cause I'm a real tough kid I can handle my shit They said, ""Babe, you gotta fake it 'til you make it"" and I did Lights, camera, bitch, smile In stilettos for miles He said he'd love me for all time But that time was quite short Breaking down, I hit the floor All the pieces of me shattered as the crowd was chanting, ""More"" I was grinnin' like I'm winnin' I was hittin' my marks 'Cause I can do it with a broken heart (One, two, three, four) I'm so depressed, I act like it's my birthday every day I'm so obsessed with him, but he avoids me (He avoids me), like the plague I cry a lot, but I am so productive, it's an art You know you're good when you can even do it with a broken heart You know you're good when you can even do it with a broken heart You know you're good And I'm good 'Cause I'm miserable (ha ha) And nobody even knows Ah, try and come for my job"
1,"Was any of it true? Gazing at me starry-eyed In your Jehovah's-Witness suit Who the fuck was that guy? You tried to buy some pills From a friend of friends of mine They just ghosted you Now you know what it feels like And I don't even want you back, I just want to know If rusting my sparkling summer was the goal And I don't miss what we had, but could someone give A message to the smallest man who ever lived? You hung me on your wall Stabbed me with your push pins In public, showed me off Then sank in stoned oblivion 'Cause once your queen had come You'd treat her likе an also-ran You didn't measure up In any measurе of a man And I don't even want you back, I just want to know If rusting my sparkling summer was the goal And I don't miss what we had, but could someone give A message to the smallest man who ever lived? Were you sent by someone who wanted me dead? Did you sleep with a gun underneath our bed? Were you writin' a book? Were you a sleeper cell spy? In fifty years, will all this be declassified? And you'll confess why you did it and I'll say, ""Good riddance"" 'Cause it wasn't sexy once it wasn't forbidden I would've died for your sins, instead, I just died inside And you deserve prison, but you won't get time You'll slide into inboxes and slip through the bars You crashed my party and your rental car You said normal girls were boring But you were gone by the morning You kicked out the stage lights, but you're still performing And in plain sight you hid But you are what you did And I'll forget you, but I'll never forgive The smallest man who ever lived"
1,"This happens once every few lifetimes These chemicals hit me like white wine What if I told you I'm back? The hospital was a drag Worst sleep that I ever had I circled you on a map I haven't come around in so long But I'm coming back so strong So when I touch down Call the amateurs and cut 'em from the team Ditch the clowns, get the crown Baby, I'm the one to beat 'Cause the sign on your heart Said it's still reserved for me Honestly, who are we to fight thе alchemy? Hey, you, what if I told you we'rе cool? That child's play back in school Is forgiven under my rule I haven't come around in so long But I'm making a comeback to where I belong So when I touch down Call the amateurs and cut 'em from the team Ditch the clowns, get the crown Baby, I'm the one to beat 'Cause the sign on your heart Said it's still reserved for me Honestly, who are we to fight the alchemy? These blokes warm the benches We've been on a winning streak He jokes that it's heroin, but this time with an ""E"" 'Cause the sign on your heart Said it's still reserved for me Honestly, who are we to fight the alchemy? Shirts off and your friends lift you up over their heads Beer stickin' to the floor, cheers chanted 'cause they said ""There was no chance trying to be the greatest in the league"" Where's the trophy? He just comes runnin' over to me Touchdown Call the amateurs and cut 'em from the team Ditch the clowns, get the crown Baby, I'm the one to beat 'Cause the sign on your heart Said it's still reserved for me Honestly, who are we to fight the alchemy? These blokes warm the benches We've been on a winning streak He jokes that it's heroin, but this time with an ""E"" 'Cause the sign on your heart Said it's still reserved for me Honestly, who are we to fight the alchemy? This happens once every few lifetimes These chemicals hit me like white wine"
1,"""You look like Clara-Bow In this light, remarkable All your life, did you know You'd be picked like a rose?"" ""I'm not trying to exaggerate But I think I might die if it happened Die if it happened to me No one in my small town Thought I'd see the lights of Manhattan"" ""This town is fake, but you're the real thing Breath of fresh air through smoke rings Take the glory, give everything Promise to be dazzling"" ""You look like Stevie-Nicks In '75, the hair and lips Crowd goes wild at her fingertips Half moonshine, a full еclipse"" ""I'm not trying to exaggeratе But I think I might die if I made it, die if I made it No one in my small town thought I'd meet these suits in L.A. They all wanna say..."" ""This town is fake, but you're the real thing Breath of fresh air through smoke rings Take the glory, give everything Promise to be dazzling The crown is stained, but you're the real queen Flesh and blood amongst war machines You're the new god we're worshipping Promise to be dazzling"" Beauty is a beast that roars down on all fours Demanding more Only when your girlish glow flickers just so Do they let you know It's hell on earth to be heavenly Them's the breaks, they don't come gently ""You look like Taylor-Swift In this light, we're lovin' it You've got edge, she never did The future's bright, dazzling"""
1,"I am someone who until recent events You shared your secrets with And your location, you forgot to turn it off And so I watch as you walk Into some bar called The-Black-Dog And pierce new holes in my heart You forgot to turn it off And it hits me I just don't understand How you don't miss me in The-Black-Dog When someone plays ""The-Starting-Line"" And you jump up, but she's too young to know this song That was intertwined in the magic fabric of our dreaming Old habits die screaming I move through the world with the heartbroken My longings stay unspoken And I may never open up thе way I did for you And all of those best laid plans You said I needed a bravе man Then proceeded to play him Until I believed it too And it kills me I just don't understand How you don't miss me in the shower And remember how my rain-soaked body Was shakin', do you hate me? Was it hazing? For a cruel fraternity I pledged and I still mean it Old habits die screaming Six weeks of breathin' clean air I still miss the smoke Were you makin' fun of me With some esoteric joke? Now I wanna sell my house And set fire to all my clothes And hire a priest to come and exorcise my demons Even if I die screaming And I hope you hear it And I hope it's shitty in The-Black-Dog When someone plays ""The-Starting-Line"" And you jump up, but she's too young to know this song That was intertwined in the tragic fabric of our dreaming 'Cause tail between your legs, you're leavin' I still can't believe it 'Cause old habits die screaming"
1,"Yeah Lilac short skirt, the one that fits me like skin Did your research, you knew the price goin' in And I'll tell you one thing, honey I can tell when somebody still wants me, come clean Standin' at the bar like something's funny, bubbly Once you fix your face, I'm goin' in (Yeah) Whether I'm gonna be your wife or Gonna smash up your bike, I haven't decided yet But I'm gonna get you back Whether I'm gonna curse you out or Take you back to my house, I haven't decidеd yet But I'm gonna get you back I, I hear thе whispers in your eyes I'll make you wanna think twice You'll find that you were never not mine (You're mine) Small talk, big love, act like I don't care what you did I'm an Aston-Martin that you steered straight into the ditch Then ran and hid And I'll tell you one thing, honey I can take the upper hand and touch your body Flip the script and leave you like a dumb house party Or I might just love you 'til the end Whether I'm gonna be your wife or Gonna smash up your bike, I haven't decided yet But I'm gonna get you back Whether I'm gonna flip you off or Pull you into the closet, I haven't decided yet But I'm gonna get you back I, I hear the whispers in your eyes I'll make you wanna think twice You'll find that you were never not mine (You're mine) I can feel it coming, humming in the way you move Push the reset button, we're becomin' something new Say you got somebody, I'll say I got someone too Even if it's handcuffed, I'm leavin' here with you Bygones will be bygone, eras fadin' into gray (Fading into gray) We broke all the pieces, but still wanna play the game (Oh) Told my friends I hate you, but I love you just the same Pick your poison, babe, I'm poison either way Whether I'm gonna be your wife or Gonna smash up your bike, I haven't decided yet But I'm gonna get you back Whether I'm gonna curse you out or Take you back to my house, I haven't decided yet But I'm gonna get you back I, I hear the whispers in your eyes I'll make you wanna think twice You'll find that you were never not mine I'm gonna get you back"
1,"Wise men once said ""Wild winds are death to the candle"" A rose by any other name is a scandal Cautions issued, he stood Shooting the messengers They tried to warn him about her Cross your thoughtless heart Only liquor anoints you She's the albatross She is here to destroy you Wise men once said ""One bad seed kills the garden"" ""One less temptress, one less dagger to sharpen"" Locked me up in towers But I'd visit in your dreams And they tried to warn you about me Cross your thoughtless heart Only liquor anoints you She's the albatross She is here to destroy you Devils that you know Raise worse hell than a stranger She's the death you chose You're in terrible danger And when that sky rains fire on you And you're persona-non-grata I'll tell you how I've been there too And that none of it matters Wise men once read fake news And they believed it Jackals raised their hackles You couldn't conceive it You were sleeping soundly When they dragged you from your bed And I tried to warn you about them So I crossed my thoughtless heart Spread my wings like a parachute I'm the albatross I swept in at the rescue The devil that you know Looks now more like an angel I'm the life you chose And all this terrible danger (This terrible danger) So cross your thoughtless heart She's the albatross She is here to destroy you"
1,"Your hologram stumbled into my apartment Hands in the hair of somebody in darkness Named Chloe or Sam or Sophia or Marcus And I just watched it happen As the decade would play us for fools And you saw my bones out with somebody new Who seemed like he would've bullied you in school And you just watched it happen If you wanna break my cold, cold heart Just say, ""I loved you the way that you were"" If you wanna tear my world apart Just say you've always wondered You said some things that I can't unabsorb You turned me into an idea of sorts You needed me, but you needed drugs more And I couldn't watch it happen I changed into goddesses, villains, and fools Changed plans and lovers and outfits and rules All to outrun my desertion of you And you just watched it If you wanna break my cold, cold heart Just say, ""I loved you the way that you were"" If you wanna tear my world apart Just say you've always wondered If the glint in my eye traced the depths of your sigh Down that passage in time back to the moment I crashed into you, like so many wrecks do Too impaired by my youth to know what to do So if I sell my apartment And you have some kids with an internet starlet Will that make your memory fade from this scarlet maroon? Like it never happened Could it be enough to just float in your orbit? Can we watch our phantoms like watching wild horses? Cooler in theory, but not if you force it to be It just didn't happen So if you wanna break my cold, cold heart Say you loved me And if you wanna tear my world apart Say you'll always wonder 'Cause I wonder Will I always Will I always wonder?"
1,"(Uh-oh, uh-oh) We hereby conduct this post-mortem He was a hot house flower to my outdoorsman Our maladies were such we could not cure them And so a touch that was my birthright became foreign Come one, come all, it's happenin' again The empathetic hunger descends We'll tell no one except all of our friends We must know How did it end? (Uh-oh, uh-oh) We were blind to unforeseen circumstances We learned thе right steps to different dancеs And fell victim to interlopers' glances Lost the game of chance, what are the chances? Soon, they'll go home to their husbands Smug 'cause they know they can trust him Then feverishly calling their cousins ""Guess who we ran into at the shops? Walking in circles like she was lost Didn't you hear? They called it all off"" One gasp and then ""How did it end?"" Say it once again with feeling How the death rattle breathing Silenced as the soul was leaving The deflation of our dreaming Leaving me bereft and reeling My beloved ghost and me Sitting in a tree D-Y-I-N-G It's happenin' again How did it end? I can't pretend like I understand How did it end? Come one, come all, it's happenin' again The empathetic hunger descends We'll tell no one except all of our friends But I still don't know How did it end"
1,"I feel so high school every time I look at you I wanna find you in a crowd just to hide from you And in a blink of a crinklin' eye I'm sinkin', our fingers entwined Cheeks pink in the twinkling lights Tell me 'bout the first time you saw me I'll drink what you think, and I'm high From smokin' your jokes all damn night The brink of a wrinkle in time Bittersweet sixteen suddenly I'm watchin' American-Pie with you on a Saturday night Your friends are around, so be quiet I'm trying to stifle my sighs 'Cause I feel so high school every time I look at you But look at you Ah-ah-ah-ah-ah Are you gonna marry, kiss or kill me? (Kill me) It's just a game, but really (Really) I'm bettin' on all three for us two (All three) Get my car door, isn't that sweet? (That sweet) Then pull me to thе backseat (The backseat) No onе's ever had me (Had me), not like you Truth, dare, spin bottles You know how to ball, I know Aristotle Brand-new, full throttle Touch me while your bros play Grand-Theft-Auto It's true, swear, scouts honor You knew what you wanted and, boy, you got her Brand-new, full throttle You already know, babe I feel like laughin' in the middle of practice Do that impression you did of your dad again I'm hearing voices like a madman And in a blink of a crinklin' eye I'm sinkin', our fingers entwined Cheeks pink in the twinkling lights Tell me 'bout the first time you saw me I'll drink what you think, and I'm high From smokin' your jokes all damn night The brink of a wrinkle in time Bittersweet sixteen suddenly I'm watchin' American-Pie with you on a Saturday night Your friends are around, so be quiet I'm trying to stifle my sighs 'Cause I feel so high school (Feel so high school) every time I look at you But look at you Truth, dare, spin bottles You know how to ball, I know Aristotle Brand-new, full throttle Touch me while your bros play Grand-Theft-Auto It's true, swear, scouts honor You knew what you wanted and, boy, you got her Brand-new, full throttle You already know, babe You already know, babe"
1,"Quick, quick, tell me something awful Like you are a poet trapped inside the body of a finance guy Tell me all your secrets, all you'll ever be is My eternal consolation prize You see, I was a debutante in another life, but Now I seem to be scared to go outside If comfort is a construct, I don't believe in good luck Now that I know what's what I hate it here so I will go to secret gardens in my mind People need a key to get to, the only one is mine I read about it in a book when I was a precocious child No mid-sized city hopes and small-town fears I'm there most of the year 'cause I hate it here I hate it here My friends used to play a game where We would pick a decade We wished we could live in instead of this I'd say the 1830s but without all the racists And getting married off for the highest bid Everyone would look down 'cause it wasn't fun now Seems like it was never even fun back then Nostalgia is a mind's trick If I'd been there, I'd hate it It was freezing in the palace I hate it here so I will go to lunar valleys in my mind When they found a better planet, only the gentle survived I dreamed about it in the dark, the night I felt like I might die No mid-sized city hopes and small-town fears I'm there most of the year 'cause I hate it here I hate it here I'm lonely, but I'm good I'm bitter, but I swear I'm fine I'll save all my romanticism for my inner life and I'll get lost on purpose This place made me feel worthless Lucid dreams like electricity, the current flies through me And in my fantasies, I rise above it And way up there, I actually love it I hate it here so I will go to secret gardens in my mind People need a key to get to, the only one is mine I read about it in a book when I was a precocious child No mid-sized city hopes and small-town fears I'm there most of the year 'cause I hate it here I hate it here Quick, quick, tell me something awful Like you are a poet trapped inside the body of a finance guy"
1,"When I picture my hometown There's a bronze, spray-tanned statue of you And a plaque underneath it That threatens to push me down the stairs at our school And it was always the same searing pain But I dreamed that one day I could say All that time you were throwin' punches, I was buildin' somethin' And I can't forgive the way you made me feel Screamed, ""Fuck you, Aimee"" to the night sky as the blood was gushin' But I can't forget the way you made me heal And it wasn't a fair fight Or a clean kill each time that Aimee stompеd across my grave And then she wrotе headlines In the local paper, laughing at each baby step I'd take And it was always the same searing pain But I prayed that one day I could say All that time you were throwin' punches, I was buildin' somethin' And I couldn't wait to show you it was real Screamed, ""Fuck you, Aimee"" to the night sky as the blood was gushin' But I can't forget the way you made me heal Everyone knows that my mother is a saintly woman But she used to say she wished that you were dead I pushed each boulder up the hill Your words are still just ringing in my head, ringing in my head I wrote a thousand songs that you find uncool I built a legacy that you can't undo But when I count the scars, there's a moment of truth That there wouldn't be this if there hadn't been you And maybe you've reframed it And in your mind, you never beat my spirit black and blue I don't think you've changed much And so I changed your name and any real defining clues And one day, your kid comes home singin' A song that only us two is gonna know is about you, 'cause All that time you were throwin' punches, it was all for nothin' And our town, it looks so small from way up here Screamed, ""Thank you, Aimee"" to the night sky and the stars are stunnin' 'Cause I can't forget the way you made me heal Everyone knows that my mother is a saintly woman But she used to say she wished that you were dead So I pushed each boulder up that hill Your words were still just ringin' in my head, ringin' in my head Thank you, Aimee Thank you, Aimee"
1,"I had died the tiniest death I spied the catch in your breath Out, out, out, out, out, out Northbound I got carried away As you boarded your train South, south, south, south, south, south A feather taken by the wind blowing I'm afflicted by the not knowing so I look in people's windows Transfixed by rose golden glows They have their friends over to drink nice wine I look in people's windows In case you're at their table What if your eyes looked up and met mine One more time You had stopped and tiltеd your head I still ponder what it meant Now, now, now, now, now, now I triеd searching faces on streets What are the chances you'd be Downtown, downtown, downtown Does it feel alright to not know me? I'm addicted to the ""if only"" So I look in people's windows Like I'm some deranged weirdo I attend Christmas parties from outside I look in people's windows In case you're at their table What if your eyes looked up and met mine One more time"
1,"Hand on the throttle Thought I caught lightning in a bottle Oh, but it's gone again And it was written I got cursed like Eve got bitten Oh, was it punishment? Pad around when I get home I guess a lesser woman would've lost hope A greater woman wouldn't beg But I looked to the sky and said Please I've been on my knees Change the prophecy Don't want money Just someone who wants my company Let it once be me Who do I have to speak to About if they can redo the prophecy? Cards on thе table Mine play out like fools in a fablе Oh, it was sinking in (Sinking in, oh) Slow is the quicksand Poison blood from the wound of the pricked hand Oh, still I dream of him Please I've been on my knees Change the prophecy Don't want money Just someone who wants my company Let it once be me Who do I have to speak to About if they can redo the prophecy? And I sound like an infant Feeling like the very last drops of an ink pen A greater woman stays cool But I howl like a wolf at the moon And I look unstable Gathered with a coven 'round a sorceress' table A greater woman has faith But even statues crumble if they're made to wait I'm so afraid I sealed my fate No sign of soulmates I'm just a paperweight in shades of greige Spending my last coin so someone will tell me it'll be okay Ooh Ooh Ooh Ooh Please I've been on my knees Change the prophecy Don't want money Just someone who wants my company Let it once be me Who do I have to speak to About if they can redo the prophecy? Who do I have to speak to To change the prophecy? Hand on the throttle Thought I caught lightning in a bottle Oh, but it's gone again Pad around when I get home I guess a lesser woman would've lost hope A greater woman wouldn't beg But I looked to the sky and said (Please)"
1,"I was in my new house placing daydreams Patching up the crack along the wall I pass it and lose track of what I'm saying 'Cause that's where I was when I got the call When the first stone's thrown, there's screamin' In the streets, there's a raging riot When it's ""Burn the bitch,"" they're shrieking When the truth comes out, it's quiet So, they killed Cassandra first 'cause she feared the worst And tried to tell the town So they filled my cell with snakes, I regret to say Do you believe me now? I was in my tower weaving nightmares Twisting all my smiles into snarls They say, ""What doesn't kill you makes you aware"" What happens if it becomes who you are? So, they killed Cassandra first 'cause she feared the worst And tried to tell the town So they set my life in flames, I regret to say Do you believe me now? They knew, they knew, they knew the whole time That I was onto somethin' The family, the pure greed, the Christian chorus line They all said nothin' Blood's thick, but nothin' like a payroll Bet they never spared a prayer for my soul You can mark my words that I said it first In a mourning warning, no one heard I patched up the crack along the wall I pass it and lose track of what I'm saying 'Cause that's where I was when I lost it all So, they killed Cassandra first 'cause she feared the worst And tried to tell the town So they filled my cell with snakes, I regret to say Do you believe me now? Ah, ah-ah-ah, ah I was onto somethin' Ah-ah-ah, ah They all said nothin' Blood's thick but nothin' like a payroll Bet they never spared a prayer for my soul You can mark my words that I said it first In a mourning warning, no one heard No one heard, not a single word was heard When the first stone's thrown, there's screamin' In the streets, there's a raging riot When it's ""Burn the bitch,"" they're shrieking When the truth comes out, it's quiet It's so quiet"
1,"Forgive me, Peter My lost fearless leader In closets like cedar Preserved from when we were just kids Is it somethin' I did? The goddess of timing Once found us beguiling She said she was trying Peter, was she lying? My ribs get the feeling she did And I didn't wanna come down I thought it was just goodbye for now You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Thеn you were gonna come find mе Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans deep But never to keep Oh, never to keep Are you still a mind reader? A natural scene stealer? I've heard great things, Peter But life was always easier on you Than it was on me And sometimes it gets me When crossing your jet stream We both did the best we could do Underneath the same moon In different galaxies And I didn't wanna hang around We said it was just goodbye for now You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans deep But never to keep Never to keep And I won't confess that I waited, but I let the lamp burn As the men masqueraded, I hoped you'd return With your feet on the ground, tell me all that you'd learned 'Cause love's never lost when perspective is earned And you said you'd come and get me, but you were twenty-five And the shelf life of those fantasies has expired Lost to the ""Lost-Boys"" chapter of your life Forgive me, Peter, please know that I tried To hold on (Hold on) to the days (To the days) When you were mine But the woman who sits by the window Has turned out the light You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans deep But never to keep"
1,"By all accounts, she almost drowned When she was six in frigid water And I can confirm she made A curious child, ever reviled By everyone except her own father With a quite bewitching face Splendidly selfish, charmingly helpless Excellent fun 'til you get to know her Then she runs like it's a race Behind her back, her best mates laughed And they nicknamed her ""The Bolter"" Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evening Ended with the slam of a door Then he'll call her a whore Wish he wouldn't be sore But as she was leaving It felt like breathing All her fuckin' lives Flashed before her eyes It feels like the time She fell through the ice Then came out alive He was a cad, wanted her bad Just like any good trophy hunter And she liked the way it tastes Taming a bear, making him care Watching him jump then pulling him under And at first blush, this is fate When it's all roses, portrait poses Central-Park-Lake in tiny rowboats What a charming Saturday That's when she sees the littlest leaks Down in the floorboards And she just knows she must bolt Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evening Ended with the slam of a door Then he'll call her a whore Wish he wouldn't be sore But as she was leaving It felt like breathing All her fuckin' lives Flashed before her eyes (Ah-ah-ah) It feels like the time She fell through the ice Then came out alive She's been many places with Men of many faces First, they're off to the races And she's laughing, drawin' aces But none of it is changin' That the chariot is waitin' Hearts are hers for the breakin' There's escape in escaping Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evenin' Ended with the slam of a door But she's got the best stories You can be sure That as she was leaving It felt like freedom All her fuckin' lives Flashed before her eyes (And she realized) It feels like the time She fell through the ice Then came out alive"
1,"Long may you reign You're an animal, you are bloodthirsty Out window panes talking utter nonsense You have no idea Strings tied to levers Slowed-down clocks tethered All this showmanship To keep it for you in sweetness Way to go, tiger Higher and higher Wilder and lighter For you Long may you roar At your dinosaurs You're a just ruler Covered in mud, you look ridiculous And you have no idea Buried down deep And out of your reach The secret we all vowed To keep it from you in sweetness Way to go, tiger Higher and higher Wilder and lighter For you You got the dragonflies above your bed You have a favorite spot on the swing set You have no room in your dreams for regrets (You have no idea) The time will arrive for the cruel and the mean You'll learn to bounce back just like your trampoline But now we'll curtail your curiosity In sweetness Way to go, tiger (Way to go, tiger) Higher and higher (Higher and higher) Wilder and lighter For you"
1,"Now and then she rereads the manuscript Of the entire torrid affair They compared their licenses He said, ""I'm not a donor but I'd give you my heart if you needed it"" She rolled her eyes and said ""You're a professional"" He said, ""No, just a good samaritan"" He said that if the sex was half as good as the conversation was Soon they'd be pushin' strollers But soon it was over In the age of him, she wished she was thirty And made coffee every morning in a Frеnch-press Afterwards she only atе kids' cereal And couldn't sleep unless it was in her mother's bed Then she dated boys who were her own age With dart boards on the backs of their doors She thought about how he said since she was so wise beyond her years Everything had been above board She wasn't sure And the years passed Like scenes of a show The professor said to write what you know Lookin' backwards Might be the only way to move forward Then the actors Were hitting their marks And the slow dance Was alight with the sparks And the tears fell In synchronicity with the score And at last She knew what the agony had been for The only thing that's left is the manuscript One last souvenir from my trip to your shores Now and then I reread the manuscript But the story isn't mine anymore"
1,"Oh, Carolina creeks running through my veins Lost I was born, lonesome I came Lonesome I'll always stay Carolina knows why, for years, I roam Free as these birds, light as whispers Carolina knows And you didn't see me here No, they never did see me here And she's in my dreams Into the mist, into the clouds Don't leave I make a fist, I'll make it count And there are places I will never, ever go And things that only Carolina will ever know Carolina stains on the dress she left Indelible scars, pivotal marks Blue as the life she fled Carolina pines, won't you cover me? Hide me like robes down the back road Muddy these webs we weave And you didn't see me here Oh, they never did see me And she's in my dreams Into the mist, into the clouds Don't leave I make a fist, I'll make it count And there are places I will never, ever go And things that only Carolina will ever know And you didn't see me here They never did see me here No, you didn't see me here They never saw me Oh, Carolina knows why for years they've said That I was guilty as sin and sleep in a liar's bed But the sleep comes fast and I'll meet no ghosts It's between me, the sand, and the sea Carolina knows"
1,"It keeps me awake, the look on your face The moment you heard the news You're screaming inside and frozen in time You did all that you could do The game was rigged, the ref got tricked The wrong ones think they're right You were outnumbered this time But only the young, only the young Only the young, only the young Can run Can run So run, and run, and run So every day now You brace for the sound you've only heard on TV You go to class, scared Wondering where the best hiding spot would be And the big bad man and his big bad clan Their hands are stained with red Oh, how quickly they forget They aren't gonna help us Too busy helping themselves They aren't gonna change this We gotta do it ourselves They think that it's over But it's just begun Only one thing can save us Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young Only the young (Only the young; Don't say you're too tired to fight) Only the young (Only the young; It's just a matter of time) Only the young (Only the young; Up there's the finish line) Only the young Can run Don't say you're too tired to fight It's just a matter of time (Can run) Up there's the finish line (So run, and run, and run) Don't say you're too tired to fight It's just a matter of time (So run) Up there's the finish line (And run, and run, and run) Only the young Only the young Only the young"
0,"Mitchell parish, leroy anderson 1948  
  
Just hear those sleigh bells jingling,  
Ring ting tingling too  
Come on, it's lovely weather  
For a sleigh ride together with you,  
Outside the snow is falling  
And friends are calling ""yoo hoo,""  
Come on, it's lovely weather  
For a sleigh ride together with you.  
  
Giddy yap, giddy yap, giddy yap,  
Let's go, let's look at the show,  
We're riding in a wonderland of snow.  
Giddy yap, giddy yap, giddy yap,  
It's grand, just holding your hand,  
We're gliding along with a song  
Of a wintry fairy land.  
  
Our cheeks are nice and rosy  
And comfy cozy are we  
We're snuggled up together  
Like two birds of a feather would be  
Let's take that road before us  
And sing a chorus or two  
Come on, it's lovely weather  
For a sleigh ride together with you.  
  
There's a birthday party  
At the home of farmer gray  
It'll be the perfect ending a perfect day  
We'll be singing the songs  
We love to sing without a single stop,  
At the fireplace while we watch  
The chestnuts pop. Pop! Pop! Pop!  
  
There's a happy feeling  
Nothing in the world can buy,  
When they pass around the chocolate  
And the pumpkin pie  
It'll nearly be like a picture print  
By currier and ives  
These wonderful things are the things  
We remember all through our lives!  
  
Just hear those sleigh bells jingling,  
Ring ting tingling too  
Come on, it's lovely weather  
For a sleigh ride together with you,  
Outside the snow is falling  
And friends are calling ""yoo hoo,""  
Come on, it's lovely weather  
For a sleigh ride together with you.  
  
Giddy yap, giddy yap, giddy yap,  
Let's go, let's look at the show,  
We're riding in a wonderland of snow.  
Giddy yap, giddy yap, giddy yap,  
It's grand, just holding your hand,  
We're gliding along with a song  
Of a wintry fairy land.  
  
Our cheeks are nice and rosy  
And comfy cozy are we  
We're snuggled up together  
Like two birds of a feather would be  
Let's take that road before us  
And sing a chorus or two  
Come on, it's lovely weather  
For a sleigh ride together with you.

"
0,"I will take your final breath  
And I will be your last regret  
  
Cold blood, runs in my blackened heart  
Tearing, every soul apart  
  
[Chorus]  
Messenger of death, wields the scythe  
Of man's damnation  
Messenger of death, hold his blade  
For termination  
  
Sin, is what I feast upon  
I'm forging my crematorium  
Your tomb, is waiting here for you  
Welcome to my ritual  
  
[Chorus]  
  
Death rides out from the storm  
We turn to God and cry  
Ignored we turn to face  
This vengeance from the sky  
  
Death rides out from the storm  
No time left to repent  
No quarter, no escape  
No line of self defense  
  
Death rides out from the storm  
In terror we confess  
Our voice is heard no more  
His deed is merciless  
  
Death rides out from the storm  
Deface humanity  
There's no escape from this  
Human calamity  
  
Death rides out from the storm  
We turn to God and cry  
Ignored we turn to face  
This vengeance from the sky  
  
[Chorus]

"
0,"Well, it's only rock and roll keep you running from yourself  
When the only way to slow down is to fall  
And it's only rock and roll that caused you to leave home  
When the only way to get back is to crawl  
  
But the record people love you they can get you on the bill  
Change your name to money dress up fit to kill  
People all around you everywhere you go  
Don't worry if they love you son it's only rock and roll  
  
Yes and it's only rock and roll keep you jumping all the time  
When you really ought to sit this one out  
And it's only rock and roll keep on messin' with your mind when  
You don't know what they're talkin' about  
  
All around the world everywhere you go  
People got to have it 'cause it's only rock and roll  
  
It's only rock and roll yes it's only rock and roll  
People all around you everywhere you go  
Don't worry if they love you, 'cause it's only rock and roll  
  
Well it's only rock and roll when your money's in the mail  
And your love's on the back of the bus  
And it's only rock and roll when your records start to sell  
And you don't know why they're making such a fuss  
  
Telephone receiver ringin' off the wall  
Can I get witness each and every call  
Second that emotion chased into your soul  
Don't worry lest you linger, son it's only rock and roll  
  
It's only rock and roll yes it's only rock and roll  
People all around you everywhere you go  
Don't worry if they love you, 'cause it's only rock and roll  
  
It's only rock and roll. yeah it's only rock and roll  
All around the world everywhere you go  
People got to have it son it's only rock and roll

"
